情绪标签,时间,性别,评论
负面,2024-05-10 04:17:04 北京时间,保密,回复 @蜜桃的老婆 : 现代有网络，人没以前那么傻了，信息壁垒没了。以前能吃苦是因为底层人民没见过富人过的什么日子，现在看到有钱人不用吃苦都那么乐谁还愿意吃苦？
负面,2024-05-13 13:53:30 北京时间,保密,回复 @蜜桃的老婆 : 不是不愿意吃苦耐劳，是付出那么多得到的缺和预期的差太远，不想接受，读那么多年书累个半死出来只能搬砖你会接受吗？
负面,2024-05-13 18:32:13 北京时间,保密,回复 @蜜桃的老婆 : 我第一天加班20个小时，只睡了3个小时左右，第二天还是20个小时，第三天是18个小时。然后告诉我，没有加班费。我想，以前的人，应该没我这么努力吃苦吧？
负面,2024-05-14 14:30:38 北京时间,保密,回复 @最黑的不是夜 :你这，注意身体吧
负面,2024-05-20 02:41:05 北京时间,保密,回复 @蜜桃的老婆 :一个问题现在我为什么要吃多余的苦，为了吃苦而吃苦吗？
中立,2024-06-03 11:40:43 北京时间,保密,回复 @蜜桃的老婆 :以前能吃苦肯定不会混的很惨也许不会那么富，现在你吃再多苦也没用，精神内耗更严重，一个刚入社会不出3年这个人就会变的很累，只能说没办法[大哭]
负面,2024-04-20 22:57:08 北京时间,保密,哈哈哈
负面,2024-04-22 05:02:13 北京时间,保密,eeeeeeeee............
负面,2024-04-22 17:14:27 北京时间,女,回复 @暗兵 :导致集中放假出行造成购票挤兑，12306中短途一大堆候补不到的。。。
中立,2024-04-24 13:55:11 北京时间,男,回复 @東海烤鱼 : 只能多花钱多买几站...反正12306是不能亏的[喜极而泣]
中立,2024-04-24 16:04:08 北京时间,保密,说得好但是高三生五一不放假，已经鼠了。
负面,2024-04-26 14:03:39 北京时间,保密,你是懂评论的
负面,2024-04-29 07:17:11 北京时间,男,多损啊 哈哈哈
正面,2024-05-04 12:54:56 北京时间,男,你别急，十一也会调休的
中立,2024-05-06 03:48:37 北京时间,保密,我五一照常上班，调休都没有
正面,2024-05-06 07:34:25 北京时间,保密,春节也会调的
正面,2024-05-07 00:11:37 北京时间,保密,我都不知道调休是什么  施工行业全年无休  一天12小时。
负面,2024-05-10 07:20:25 北京时间,男,大多数人可能连调休都没有，全年无休
中立,2024-05-10 07:24:35 北京时间,保密,"生育？不是不生，而是调生，有时间了再生，下辈子再生[OK],我已经过得够苦，再苦不能苦了孩子，让他去其他好人家吧[微笑]"
负面,2024-04-20 22:57:08 北京时间,保密,哈哈哈
负面,2024-04-22 05:02:13 北京时间,保密,eeeeeeeee............
负面,2024-04-22 17:14:27 北京时间,女,回复 @暗兵 :导致集中放假出行造成购票挤兑，12306中短途一大堆候补不到的。。。
中立,2024-04-24 13:55:11 北京时间,男,回复 @東海烤鱼 : 只能多花钱多买几站...反正12306是不能亏的[喜极而泣]
中立,2024-04-24 16:04:08 北京时间,保密,说得好但是高三生五一不放假，已经鼠了。
负面,2024-04-26 14:03:39 北京时间,保密,你是懂评论的
负面,2024-04-29 07:17:11 北京时间,男,多损啊 哈哈哈
正面,2024-05-04 12:54:56 北京时间,男,你别急，十一也会调休的
中立,2024-05-06 03:48:37 北京时间,保密,我五一照常上班，调休都没有
正面,2024-05-06 07:34:25 北京时间,保密,春节也会调的
正面,2024-05-07 00:11:37 北京时间,保密,我都不知道调休是什么  施工行业全年无休  一天12小时。
负面,2024-05-10 07:20:25 北京时间,男,大多数人可能连调休都没有，全年无休
中立,2024-05-10 07:24:35 北京时间,保密,"生育？不是不生，而是调生，有时间了再生，下辈子再生[OK],我已经过得够苦，再苦不能苦了孩子，让他去其他好人家吧[微笑]"
负面,2024-04-18 14:01:57 北京时间,男,我成绩之前也是我们班前十但现在实在没动力了已经退到50多了（全班67人）每天五点二十起来最强烈的念头就是去死感觉这辈子已经到头了，我真的没有动力了，真的好累
负面,2024-04-18 16:19:24 北京时间,男,回复 @我是麻中蓬的狗 : 就算是打螺丝也不用这么累
正面,2024-04-18 16:35:37 北京时间,保密,我也是，寄，我家河南的还可以，父亲做维修的年60到80个，我学习还行，高考640，可我大学还是累，感觉打工不如给我爸爸干，想啃老，我哥哥在给我爸爸干，哥哥初中就没上了，我不想结婚，可我哥哥19岁就结婚，我感觉我和哥哥爸爸思想割裂，但他们很爱我
负面,2024-04-18 16:36:55 北京时间,保密,回复 @我是麻中蓬的狗 :你高三吗？我豆 ，
负面,2024-04-18 19:19:24 北京时间,男,回复 @我在知会 :嗯
负面,2024-04-19 01:29:26 北京时间,保密,回复 @我是麻中蓬的狗 : 不要被高三那种累死累活的氛围洗脑，实在不行休学一年好好调整一下，你学过的知识再捡起来是很容易的
负面,2024-04-19 01:57:22 北京时间,男,哎，想着要不要组建一个群，但其实大家心底又都有着一个真爱的梦。真的组起来可能也不知道聊什么
中立,2024-04-19 02:51:46 北京时间,保密,原生家庭家庭关系良好，家庭经济在当地偏穷，从市里面相对落后地区的公立小学-&gt;镇区公立初中-&gt;市一中-&gt;985本。一路过来最大的感受就是孤独无助和低下的容错率，一路上没什么人能给你做到有效的分析规划，选专业选学校选地区，毕业考公/考研/就业，走歪一步都很难救回来。再看看关系户和各种二代的滋润，哈哈。
负面,2024-04-19 02:58:01 北京时间,保密,回复 @我在知会 :去北京上学了?
负面,2024-04-19 02:58:32 北京时间,保密,回复 @Dringdom :广东上学？
中立,2024-04-19 04:39:39 北京时间,保密,回复 @Dringdom : 基本一样啊，但我的家庭就像是泡沫一样，表面幸福，实则悲哀，真的感觉人生好难[大哭]
负面,2024-04-19 09:18:16 北京时间,男,回复 @我是麻中蓬的狗 : 5.20也太抽象了，我感觉虽然家里老给期望，但是我读书生涯还算比较快乐，初高中就上课听课，回去就没碰过书，在家里早起看20分钟水浒也是自愿的。高考没考上本一，在双非读大学，一个人没有对象，钱也够花，感觉还行。躺平的话，其实生活没有那么难，压力都是别人给的。
负面,2024-04-19 12:42:37 北京时间,保密,回复 @Dringdom : 我们是同类，从落后的河北乡村一路走来，好孤独；一路上没人指引，初中卷中考，高中卷高考，大学卷考研，研究生卷实习，人生中很多很多时间都在无意义的卷，只是不卷就会被淘汰，根本没得选，走了好多弯路，好累好累。
负面,2024-04-19 14:15:54 北京时间,保密,回复 @我在知会 : 有自己的生意是真的比啥都强
负面,2024-04-19 16:36:36 北京时间,保密,回复 @我在知会 : 跟他们一起，你会很难，价值观不同，必然面临催婚催生等一系列问题。
负面,2024-04-19 22:06:21 北京时间,保密,回复 @我在知会 : 也是河南的，看你留言彷佛看到另一个我，毕业北漂几年后，我说的最多的话就是不该让我出去读书啊，京城扎不了根，老家也很难融入，现在工作虽然还算可以，但总觉得自己在流浪一样
中立,2024-04-20 04:08:44 北京时间,保密,回复 @i的阶乘 :是啊
中立,2024-04-20 07:03:17 北京时间,保密,回复 @我在知会 :北理？[脱单doge]
中立,2024-04-20 17:14:12 北京时间,保密,不能理解，家庭幸福的人，也会失去爱和被爱的能力吗？
正面,2024-04-21 18:08:22 北京时间,保密,哪怕我个人在外面奋斗得不错，但老家的父母老人都没有养老金社保医保。和身边父母有免费医疗，只需要顾好自己的小家的本地人来说我也不敢轻易生小孩。
中立,2024-04-22 09:01:49 北京时间,保密,回复 @i的阶乘 : 我本来就是广东人啊，广东本地考的广东本地大学
中立,2024-04-22 10:31:25 北京时间,保密,回复 @Dringdom :[脱单doge][脱单doge][脱单doge]
中立,2024-04-22 16:49:51 北京时间,保密,回复 @Dringdom :和我几乎一模一样的路径，前两天我就总结，这一生全靠自己双手[笑哭]
负面,2024-04-22 16:50:47 北京时间,保密,回复 @Dringdom :本地还有985已经不错了，云南本地没985，只能用更高的分去别的省读
中立,2024-04-22 17:50:56 北京时间,保密,十八线小城市郊区小学初中&gt;普通高中&gt;985&gt;QS TOP30硕士，原生家庭一般，但是选的专业不好，再错过了一两次重大选择，这牌就已经很难打了，感觉就是新时代的骆驼祥子+孔乙己，快活不下去了，如果可以不希望再带另一个人来这个世上
中立,2024-04-23 00:19:42 北京时间,保密,为什么要强调原生家庭，我记得以前只说生活在一个幸福的家庭
负面,2024-04-24 02:42:59 北京时间,男,回复 @我在知会 : 希望他们能理解你
负面,2024-04-24 18:29:45 北京时间,保密,回复 @我在知会 :你家有钱你怕什么，大多数人最根本的原因是因为没钱才焦虑。
负面,2024-05-04 09:43:26 北京时间,保密,回复 @我是麻中蓬的狗 :不要把考大学看得太重，早七八年我考大学那会儿就知道出来了也是摸爬滚打在找工作和失业中来回蹦迪，按照自己的心愿就好，难得是进入社会以后
负面,2024-05-06 06:02:22 北京时间,保密,回复 @Dringdom : 我是连市里小学、初中的公立都进不去，家附近的公立学校要有关系和房产证才能入校，而我们家是农村到城里来打工的，租的房子，只能去家附近的一个小的私立学校，这个私立学校大部分学生的家庭情况和我家差不多，不然也没谁会把孩子送那去。之前幼儿园也没钱读，私立学校学前班不限制年龄，5岁进去的，记得一、二年级的时候我还需要我爸握着我的手写字，当时太笨了。初中我们班也就10个人考上了高中，我有幸考了个本县公立高中，最后班里也就考上6个本科，一晃到而过，去年大学毕业即失业，目前正在寻找工作。值得庆幸的是当初父母带上我，没有把我留守在村里，得到了更多父母的关怀。
负面,2024-05-10 05:49:37 北京时间,男,回复 @我在知会 : 看自己选择吧，目前手里的牌很好的。
负面,2024-05-10 08:05:18 北京时间,保密,回复 @我是麻中蓬的狗 : 跟你分享一下我研究生同学的经历：西部农村的贫困人家，一家十个兄弟姊妹，她是老幺，黑瘦矮但是非常自信快乐。家里穷，哥哥姐姐几乎没有读书，全都四散打工，家里条件渐渐变好。补偿心理之下，全家供这个幺妹儿，高考复读几次，终于考上了211。因为家在农村、不漂亮、性格张扬，她工作顺利但是30好几都找不到男朋友（她从没想过单身，就是要成家），各种相亲，但她说没一个想娶自己的，都只想借机那啥。她读研，一是无聊，二是想找男友。毕业也没有找到，反而跟一个美国网友谈上了。后辞职去美国结婚，年近40生娃，生活幸福（她老公被她的颜值、幽默和厨艺迷的死死的）。她花N年，慢慢考了美国的审计师执照（她原话，考不过就再考，急啥），专门做美籍华人的生意，收入不错。她不懂我们为啥这么卷，为啥一定要功成名就。她说自己孩子都高中了，国内初一的数学题都做不明白，每天3点放学，也没啥作业。她总结：卷，没意义。慢慢生活，都能过。
负面,2024-05-14 03:09:55 北京时间,保密,回复 @tad-tad : 不帮衬家里人吗？
负面,2024-05-14 05:25:54 北京时间,保密,回复 @西野瓜 :她是老幺，她说自己哥哥姐姐都70+、60+、50+，生活很稳定了，她其实就是哥哥姐姐养大的。她长居美国，虽然会送礼物给亲戚，但是没啥负担了。
负面,2024-05-23 04:18:48 北京时间,保密,回复 @任飘渺向来使人讶异 :没这么简单，有的学校没这么容易休学，我就是休学学校不让（都无语了
负面,2024-06-12 06:20:54 北京时间,男,回复 @tad-tad :我决定了我要跟我爸一起做生意我家卖家具的我想去另一个店干，这些天也是想了很多感觉人的一生确实有很多的差异我可能是不想跟着大家一起走吧。但我不会落伍的！！！
负面,2024-06-12 13:34:16 北京时间,保密,回复 @我是麻中蓬的狗 :敬你！加油，少年！
负面,2024-04-18 14:01:57 北京时间,男,我成绩之前也是我们班前十但现在实在没动力了已经退到50多了（全班67人）每天五点二十起来最强烈的念头就是去死感觉这辈子已经到头了，我真的没有动力了，真的好累
负面,2024-04-18 16:19:24 北京时间,男,回复 @我是麻中蓬的狗 : 就算是打螺丝也不用这么累
正面,2024-04-18 16:35:37 北京时间,保密,我也是，寄，我家河南的还可以，父亲做维修的年60到80个，我学习还行，高考640，可我大学还是累，感觉打工不如给我爸爸干，想啃老，我哥哥在给我爸爸干，哥哥初中就没上了，我不想结婚，可我哥哥19岁就结婚，我感觉我和哥哥爸爸思想割裂，但他们很爱我
负面,2024-04-18 16:36:55 北京时间,保密,回复 @我是麻中蓬的狗 :你高三吗？我豆 ，
负面,2024-04-18 19:19:24 北京时间,男,回复 @我在知会 :嗯
负面,2024-04-19 01:29:26 北京时间,保密,回复 @我是麻中蓬的狗 : 不要被高三那种累死累活的氛围洗脑，实在不行休学一年好好调整一下，你学过的知识再捡起来是很容易的
负面,2024-04-19 01:57:22 北京时间,男,哎，想着要不要组建一个群，但其实大家心底又都有着一个真爱的梦。真的组起来可能也不知道聊什么
中立,2024-04-19 02:51:46 北京时间,保密,原生家庭家庭关系良好，家庭经济在当地偏穷，从市里面相对落后地区的公立小学-&gt;镇区公立初中-&gt;市一中-&gt;985本。一路过来最大的感受就是孤独无助和低下的容错率，一路上没什么人能给你做到有效的分析规划，选专业选学校选地区，毕业考公/考研/就业，走歪一步都很难救回来。再看看关系户和各种二代的滋润，哈哈。
负面,2024-04-19 02:58:01 北京时间,保密,回复 @我在知会 :去北京上学了?
负面,2024-04-19 02:58:32 北京时间,保密,回复 @Dringdom :广东上学？
中立,2024-04-19 04:39:39 北京时间,保密,回复 @Dringdom : 基本一样啊，但我的家庭就像是泡沫一样，表面幸福，实则悲哀，真的感觉人生好难[大哭]
负面,2024-04-19 09:18:16 北京时间,男,回复 @我是麻中蓬的狗 : 5.20也太抽象了，我感觉虽然家里老给期望，但是我读书生涯还算比较快乐，初高中就上课听课，回去就没碰过书，在家里早起看20分钟水浒也是自愿的。高考没考上本一，在双非读大学，一个人没有对象，钱也够花，感觉还行。躺平的话，其实生活没有那么难，压力都是别人给的。
负面,2024-04-19 12:42:37 北京时间,保密,回复 @Dringdom : 我们是同类，从落后的河北乡村一路走来，好孤独；一路上没人指引，初中卷中考，高中卷高考，大学卷考研，研究生卷实习，人生中很多很多时间都在无意义的卷，只是不卷就会被淘汰，根本没得选，走了好多弯路，好累好累。
负面,2024-04-19 14:15:54 北京时间,保密,回复 @我在知会 : 有自己的生意是真的比啥都强
负面,2024-04-19 16:36:36 北京时间,保密,回复 @我在知会 : 跟他们一起，你会很难，价值观不同，必然面临催婚催生等一系列问题。
负面,2024-04-19 22:06:21 北京时间,保密,回复 @我在知会 : 也是河南的，看你留言彷佛看到另一个我，毕业北漂几年后，我说的最多的话就是不该让我出去读书啊，京城扎不了根，老家也很难融入，现在工作虽然还算可以，但总觉得自己在流浪一样
中立,2024-04-20 04:08:44 北京时间,保密,回复 @i的阶乘 :是啊
中立,2024-04-20 07:03:17 北京时间,保密,回复 @我在知会 :北理？[脱单doge]
中立,2024-04-20 17:14:12 北京时间,保密,不能理解，家庭幸福的人，也会失去爱和被爱的能力吗？
正面,2024-04-21 18:08:22 北京时间,保密,哪怕我个人在外面奋斗得不错，但老家的父母老人都没有养老金社保医保。和身边父母有免费医疗，只需要顾好自己的小家的本地人来说我也不敢轻易生小孩。
中立,2024-04-22 09:01:49 北京时间,保密,回复 @i的阶乘 : 我本来就是广东人啊，广东本地考的广东本地大学
中立,2024-04-22 10:31:25 北京时间,保密,回复 @Dringdom :[脱单doge][脱单doge][脱单doge]
中立,2024-04-22 16:49:51 北京时间,保密,回复 @Dringdom :和我几乎一模一样的路径，前两天我就总结，这一生全靠自己双手[笑哭]
负面,2024-04-22 16:50:47 北京时间,保密,回复 @Dringdom :本地还有985已经不错了，云南本地没985，只能用更高的分去别的省读
中立,2024-04-22 17:50:56 北京时间,保密,十八线小城市郊区小学初中&gt;普通高中&gt;985&gt;QS TOP30硕士，原生家庭一般，但是选的专业不好，再错过了一两次重大选择，这牌就已经很难打了，感觉就是新时代的骆驼祥子+孔乙己，快活不下去了，如果可以不希望再带另一个人来这个世上
中立,2024-04-23 00:19:42 北京时间,保密,为什么要强调原生家庭，我记得以前只说生活在一个幸福的家庭
负面,2024-04-24 02:42:59 北京时间,男,回复 @我在知会 : 希望他们能理解你
负面,2024-04-24 18:29:45 北京时间,保密,回复 @我在知会 :你家有钱你怕什么，大多数人最根本的原因是因为没钱才焦虑。
负面,2024-05-04 09:43:26 北京时间,保密,回复 @我是麻中蓬的狗 :不要把考大学看得太重，早七八年我考大学那会儿就知道出来了也是摸爬滚打在找工作和失业中来回蹦迪，按照自己的心愿就好，难得是进入社会以后
负面,2024-05-06 06:02:22 北京时间,保密,回复 @Dringdom : 我是连市里小学、初中的公立都进不去，家附近的公立学校要有关系和房产证才能入校，而我们家是农村到城里来打工的，租的房子，只能去家附近的一个小的私立学校，这个私立学校大部分学生的家庭情况和我家差不多，不然也没谁会把孩子送那去。之前幼儿园也没钱读，私立学校学前班不限制年龄，5岁进去的，记得一、二年级的时候我还需要我爸握着我的手写字，当时太笨了。初中我们班也就10个人考上了高中，我有幸考了个本县公立高中，最后班里也就考上6个本科，一晃到而过，去年大学毕业即失业，目前正在寻找工作。值得庆幸的是当初父母带上我，没有把我留守在村里，得到了更多父母的关怀。
负面,2024-05-10 05:49:37 北京时间,男,回复 @我在知会 : 看自己选择吧，目前手里的牌很好的。
负面,2024-05-10 08:05:18 北京时间,保密,回复 @我是麻中蓬的狗 : 跟你分享一下我研究生同学的经历：西部农村的贫困人家，一家十个兄弟姊妹，她是老幺，黑瘦矮但是非常自信快乐。家里穷，哥哥姐姐几乎没有读书，全都四散打工，家里条件渐渐变好。补偿心理之下，全家供这个幺妹儿，高考复读几次，终于考上了211。因为家在农村、不漂亮、性格张扬，她工作顺利但是30好几都找不到男朋友（她从没想过单身，就是要成家），各种相亲，但她说没一个想娶自己的，都只想借机那啥。她读研，一是无聊，二是想找男友。毕业也没有找到，反而跟一个美国网友谈上了。后辞职去美国结婚，年近40生娃，生活幸福（她老公被她的颜值、幽默和厨艺迷的死死的）。她花N年，慢慢考了美国的审计师执照（她原话，考不过就再考，急啥），专门做美籍华人的生意，收入不错。她不懂我们为啥这么卷，为啥一定要功成名就。她说自己孩子都高中了，国内初一的数学题都做不明白，每天3点放学，也没啥作业。她总结：卷，没意义。慢慢生活，都能过。
负面,2024-05-14 03:09:55 北京时间,保密,回复 @tad-tad : 不帮衬家里人吗？
负面,2024-05-14 05:25:54 北京时间,保密,回复 @西野瓜 :她是老幺，她说自己哥哥姐姐都70+、60+、50+，生活很稳定了，她其实就是哥哥姐姐养大的。她长居美国，虽然会送礼物给亲戚，但是没啥负担了。
负面,2024-05-23 04:18:48 北京时间,保密,回复 @任飘渺向来使人讶异 :没这么简单，有的学校没这么容易休学，我就是休学学校不让（都无语了
负面,2024-06-12 06:20:54 北京时间,男,回复 @tad-tad :我决定了我要跟我爸一起做生意我家卖家具的我想去另一个店干，这些天也是想了很多感觉人的一生确实有很多的差异我可能是不想跟着大家一起走吧。但我不会落伍的！！！
负面,2024-06-12 13:34:16 北京时间,保密,回复 @我是麻中蓬的狗 :敬你！加油，少年！
正面,2024-04-18 08:20:30 北京时间,保密,哈哈哈哈，这比喻
中立,2024-04-19 02:26:35 北京时间,男,唉、我曾都想着销号 [无语]
负面,2024-04-19 05:19:14 北京时间,保密,回复 @劉三川_ : +1，这个号太遭罪了
中立,2024-04-19 05:44:18 北京时间,男,回复 @路过的咏者 : 然后剧情还不能跳过[doge]
负面,2024-04-19 06:01:14 北京时间,保密,这怎么比游戏？游戏可以卸载，人生只能删号。
中立,2024-04-24 16:23:16 北京时间,保密,和玩DNF差不多了氪金了又还要手法 我特么没钱没手法咋玩只能摆烂了[微笑]
正面,2024-04-24 16:25:13 北京时间,男,有玩家入坑还要劝人家，这破游戏别玩，一点都不好玩
中立,2024-04-28 14:45:34 北京时间,女,回复 @蠢笨的海某 :游戏卸载了都会肉疼一下，诶，我不当人了！JOJO！[生气]
正面,2024-04-18 08:20:30 北京时间,保密,哈哈哈哈，这比喻
中立,2024-04-19 02:26:35 北京时间,男,唉、我曾都想着销号 [无语]
负面,2024-04-19 05:19:14 北京时间,保密,回复 @劉三川_ : +1，这个号太遭罪了
中立,2024-04-19 05:44:18 北京时间,男,回复 @路过的咏者 : 然后剧情还不能跳过[doge]
负面,2024-04-19 06:01:14 北京时间,保密,这怎么比游戏？游戏可以卸载，人生只能删号。
中立,2024-04-24 16:23:16 北京时间,保密,和玩DNF差不多了氪金了又还要手法 我特么没钱没手法咋玩只能摆烂了[微笑]
正面,2024-04-24 16:25:13 北京时间,男,有玩家入坑还要劝人家，这破游戏别玩，一点都不好玩
中立,2024-04-28 14:45:34 北京时间,女,回复 @蠢笨的海某 :游戏卸载了都会肉疼一下，诶，我不当人了！JOJO！[生气]
中立,2024-06-11 03:57:07 北京时间,保密,[打call]
中立,2024-06-11 03:57:07 北京时间,保密,[打call]
中立,2024-04-18 03:34:32 北京时间,女,"你看到的只是城市的表象，你去农村或二线城市看看，看看公交车上的人年龄比率，现在的小孩减少了太多,我听老一辈人说，现在小孩少太多了，以前小孩放学和打仗一样，现在学校一个班才多少人"
负面,2024-04-18 03:40:42 北京时间,保密,回复 @saniboy :人口再多10亿农村也是没人，这种说了没意义
中立,2024-04-18 03:45:49 北京时间,保密,这么多年房价涨没涨[笑哭]
负面,2024-04-18 04:13:01 北京时间,保密,回复 @saniboy :还是比100年前多
负面,2024-04-18 04:24:56 北京时间,男,回复 @saniboy :农村的人本来没多少都出来打工了，村里一般都是一些老人和留守儿童，有条件的基本跟着爸妈在外地上学。你愿意呆在没有工作的农村？
中立,2024-04-18 04:25:34 北京时间,保密,回复 @乐舞庭然 :因为河南山东一直是人口大省，生孩子最多，不信可以看看往年各省出生率
负面,2024-04-18 04:41:19 北京时间,保密,改革开放才多少年？你这句话在等十年。你现在的言论会被现实敲成粉末
正面,2024-04-18 04:56:24 北京时间,男,城市化的数据你是一点都不看
中立,2024-04-18 05:50:38 北京时间,女,回复 @东莞宾馆好人 :但是你去看看那些二，三线城市人口流出量，除了一线城市，那个城市人口不是在减少？
中立,2024-04-18 05:56:01 北京时间,保密,城市化的结果而已，
中立,2024-04-18 06:27:40 北京时间,保密,那不是大城市吸来的，真正是南京小孩的有多少
中立,2024-04-18 06:34:33 北京时间,保密,回复 @东莞宾馆好人 :可以前县城人多，如今回去一次，街道冷清，门市也关了很多很多，只有过年的时候，到处停满车，景点站满人
正面,2024-04-18 06:40:47 北京时间,保密,全国几个南京？你咋不看一下整个西藏才多少人？一个省没有南京一个市一半多
中立,2024-04-18 06:55:15 北京时间,保密,[doge]你就说南京地铁什么时候少过人
正面,2024-04-18 06:58:36 北京时间,保密,合着全国几百个城市都是南京啊……
负面,2024-04-18 09:01:06 北京时间,保密,回复 @B7Rの鬼神 : 宁沪杭北上广深全是移民!
中立,2024-04-18 09:15:06 北京时间,保密,回复 @乐舞庭然 :你是山东哪里的[笑哭]
中立,2024-04-18 17:28:20 北京时间,保密,吸虹，大多父母不是本地的。人口增长但是大部分是迁移导致并不是新生。
负面,2024-04-19 00:45:20 北京时间,保密,幼儿园明显人少了
中立,2024-04-19 06:37:35 北京时间,保密,没怎么发现人口少了，小区新生儿很多，二胎三胎的也多[doge]
负面,2024-04-19 12:54:58 北京时间,保密,冷热不均，景区人多地铁人多只是暂时的。大多数时候，大多数地区人口越来越少是大势所趋。
正面,2024-04-19 13:56:03 北京时间,保密,景区是外面的人过来玩的。
中立,2024-04-19 14:44:47 北京时间,保密,"回复 @saniboy : 我们这里3线城市，小学都在扩建了，你说的情况，要等这批孩子成年后才看得出来[doge]。至少2,30年是看不出来的[笑哭]"
正面,2024-04-19 21:48:08 北京时间,男,因为烦人的外码太几把多了，希望外码们早点离开南京
负面,2024-04-20 04:24:13 北京时间,男,坐坐地铁能花几个钱啊
负面,2024-04-20 07:58:37 北京时间,男,回复 @saniboy : 不说现在劳动力往城市转移，但论小孩子入学的难度时候，你就知道到底多不多了
正面,2024-04-20 08:33:46 北京时间,保密,越少越集中，边缘效益非常低。
正面,2024-04-20 08:41:43 北京时间,男,"一看就不是研究旅游经济的。短期的局部人流高峰和常态的人口分布能相提并论吗？,你怎么不看看景区爆满的同时，城市人流少了多少，交通拥堵减轻了多少？"
负面,2024-04-20 10:59:32 北京时间,女,回复 @saniboy :我在北京打工租房子，小区里好多孩子幼儿园呢，孩子特多
中立,2024-04-20 11:01:56 北京时间,女,"回复 @地法天-天法道 :一线城市人口就没少过，未来人口趋势就是1线城市人口占大头  ，,小城市人口只会越来越少，你去看看幼儿园2023年倒闭了多少"
中立,2024-04-20 19:08:22 北京时间,男,[笑哭]
中立,2024-04-21 15:02:47 北京时间,保密,年轻人少，老人多
中立,2024-04-21 17:24:05 北京时间,男,回复 @地法天-天法道 :[呲牙]那你这么说贵州也人多啊， 贵州广东 生育率还是正数
负面,2024-04-21 18:11:04 北京时间,男,你看到的只是从农村去城市的人口 新增人口可不多
负面,2024-04-21 18:41:37 北京时间,女,不影响南京生育率远低于国内平均水平
负面,2024-04-22 08:29:39 北京时间,男,回复 @saniboy :现在农村小孩都朝城里走了
负面,2024-04-22 13:31:08 北京时间,男,回复 @saniboy :少点好啊，我那个时候一个班九十人黑板都看不到，一级十一个班
中立,2024-04-23 09:40:49 北京时间,保密,回复 @saniboy : 农村和县城根本没有公交车[笑哭]
负面,2024-04-23 10:03:57 北京时间,女,回复 @bili_575678999 :你说的不是山里？
负面,2024-04-24 07:10:42 北京时间,保密,回复 @saniboy : 人家这是一个梗。就是那一个。在火车上问人家买没买到票的记者。
中立,2024-04-24 07:15:05 北京时间,女,回复 @尘心凡土 : 难道不是 李佳琪的梗 ？[藏狐]
正面,2024-05-03 17:40:16 北京时间,保密,目前还是不觉得人少的，因为虽然出生少了，但之前一胎七八个那代人还没死啊，也就60-70岁吧。再过三十年应该就能感受到人口少了
负面,2024-05-05 04:18:14 北京时间,男,人肯定不少啊， 不然怎么会35岁找工作嫌你老，65岁退休嫌你早，这种环境下，你怎么去生育？？
中立,2024-05-05 10:41:22 北京时间,女,基本都是附近的人去一日游，我沈阳本地人去沈阳故宫看看，一天消费不到100
负面,2024-05-12 14:38:00 北京时间,男,回复 @saniboy : 有没有可能，我们人口一直在涨，否则怎么从我上学时的13亿变成了14亿？
中立,2024-05-19 05:14:33 北京时间,男,都挤在城市了，一个一线城市，汇聚了无数个小县城的年轻牛马，能不多人吗[吃瓜]再看看小城市人多不多呢？
负面,2024-06-08 07:56:42 北京时间,男,来我们这里的农村看看，不说农村了，到镇里面去看看，大把大把的以前住了人的房子现在全空了
中立,2024-08-12 12:55:00 北京时间,保密,评论区这么多人没一个发现楼主在玩梗嘛
中立,2024-04-18 03:34:32 北京时间,女,"你看到的只是城市的表象，你去农村或二线城市看看，看看公交车上的人年龄比率，现在的小孩减少了太多,我听老一辈人说，现在小孩少太多了，以前小孩放学和打仗一样，现在学校一个班才多少人"
负面,2024-04-18 03:40:42 北京时间,保密,回复 @saniboy :人口再多10亿农村也是没人，这种说了没意义
中立,2024-04-18 03:45:49 北京时间,保密,这么多年房价涨没涨[笑哭]
负面,2024-04-18 04:13:01 北京时间,保密,回复 @saniboy :还是比100年前多
负面,2024-04-18 04:24:56 北京时间,男,回复 @saniboy :农村的人本来没多少都出来打工了，村里一般都是一些老人和留守儿童，有条件的基本跟着爸妈在外地上学。你愿意呆在没有工作的农村？
中立,2024-04-18 04:25:34 北京时间,保密,回复 @乐舞庭然 :因为河南山东一直是人口大省，生孩子最多，不信可以看看往年各省出生率
负面,2024-04-18 04:41:19 北京时间,保密,改革开放才多少年？你这句话在等十年。你现在的言论会被现实敲成粉末
正面,2024-04-18 04:56:24 北京时间,男,城市化的数据你是一点都不看
中立,2024-04-18 05:50:38 北京时间,女,回复 @东莞宾馆好人 :但是你去看看那些二，三线城市人口流出量，除了一线城市，那个城市人口不是在减少？
中立,2024-04-18 05:56:01 北京时间,保密,城市化的结果而已，
中立,2024-04-18 06:27:40 北京时间,保密,那不是大城市吸来的，真正是南京小孩的有多少
中立,2024-04-18 06:34:33 北京时间,保密,回复 @东莞宾馆好人 :可以前县城人多，如今回去一次，街道冷清，门市也关了很多很多，只有过年的时候，到处停满车，景点站满人
正面,2024-04-18 06:40:47 北京时间,保密,全国几个南京？你咋不看一下整个西藏才多少人？一个省没有南京一个市一半多
中立,2024-04-18 06:55:15 北京时间,保密,[doge]你就说南京地铁什么时候少过人
