情绪标签,时间,性别,评论
中立,2024-12-08 15:01:04 北京时间,男,着急的是婚庆公司，母婴产业，学校，培训机构[脱单doge]
中立,2024-12-08 01:47:09 北京时间,男,房产和债务问题才是重要且紧急[doge]
中立,2024-12-08 01:49:33 北京时间,保密,只要自己人生活不影响别人生与不生又有何益
负面,2024-12-08 01:55:26 北京时间,保密,回复 @猫为虎伥 :看不出来它们多紧急
正面,2024-12-08 02:09:34 北京时间,男,等觉得紧迫，黄花菜都凉了
负面,2024-12-08 02:24:12 北京时间,保密,回复 @猫为虎伥 :也不紧迫。失业问题才是最紧迫的
负面,2024-12-08 02:27:11 北京时间,男,回复 @Adlerio :相信后人嘛[星星眼]
中立,2024-12-08 02:30:59 北京时间,男,"很多人觉得东大有可能被人口问题影响发展，但其实大可不必担心，因为很久之前面上面对少子化就有准备，年轻人都被西方的丁克主义和不婚主义洗脑目前来看几乎不可逆，怎么可能不做准备[笑哭],BV1Vv411h7jC,这些都是几年前就定好应对少子化的对策，如今发展最关键时期我们绝对不能被西方思想导致的人口危机而停滞不前，等我们发展到绝对领先后进入共产主义阶段，到时候人人平等这些劳动问题自然迎刃而解，今天的牺牲也是为了子孙的幸福和伟大复兴。"
中立,2024-12-08 02:35:58 北京时间,保密,[doge_金箍]嘴巴能硬过👊？
负面,2024-12-08 02:45:53 北京时间,男,回复 @jiangheng51 :全是无敌之人
负面,2024-12-08 06:41:56 北京时间,保密,回复 @曹嘈的曹 :什么叫被洗脑，问题是年轻人根本结不起婚养不起孩子。不从自身找问题，这都是美团的错是吧
中立,2024-12-08 07:23:41 北京时间,保密,回复 @猫为虎伥 :早死和晚死的区别，现在为保人口，就得倒塌房地产，立马死，保房地产，就得慢慢降，但人口会速降，慢慢死[吃瓜][吃瓜][吃瓜]别说和房地产没关系，现在物价高高中低都是房价高的祸，毕竟想要活就得先把房租钱赚回来[笑哭][笑哭][笑哭]
负面,2024-12-08 08:36:00 北京时间,保密,不紧迫那是因为政府有很多办法可以提高出生率，只是时候未到而已，中国的人口数量变化一直很大，战争让人口急剧减少，战后和平人口又急剧增长，总之，办法有很多的，不要低估决策层的能力。
负面,2024-12-08 09:54:56 北京时间,保密,回复 @猫为虎伥 :就业才是
负面,2024-12-08 12:24:55 北京时间,保密,回复 @jixiangbao : 而且中国出生人口大幅减少也就是2020年以后的事，才三四年，网上舆论搞得跟中国十几年没人了一样，要知道2018年还是个近二十年的顶峰人口出生
中立,2024-12-08 13:03:11 北京时间,保密,重要但不紧急[脱单doge]
正面,2024-12-08 14:25:45 北京时间,男,不重要，不紧迫
中立,2024-12-08 14:40:56 北京时间,保密,你是懂四象限的
负面,2024-12-09 00:17:47 北京时间,男,回复 @曹嘈的曹 :上来一句话就是被洗脑了，那你有没有考虑过，第一个就是就业问题，就业难工资低时间长，哪来的时间哪来的钱谈恋爱？然后就是结婚问题，彩礼我们这基本上是8.8w在中国算最低档的了，8.8按照现在的工资也得攒三到四年，然后不谈车房吧就谈育儿成本，一个孩子出生就得花费几万块，这些钱哪来？
负面,2024-12-09 03:29:22 北京时间,保密,回复 @曹嘈的曹 :日本人也被洗脑了？古罗马人也被洗脑？这明明是社会发展到一定地步会出现的问题。古罗马就是因为这个灭亡的。
负面,2024-12-09 03:54:27 北京时间,男,回复 @谁知道-- :还有十多个这个给这个人点赞的也是减重。
负面,2024-12-09 04:09:25 北京时间,保密,回复 @jiangheng51 :还真是，今年下半年很多会议都是围绕就业这个问题讨论的。但具体效果还得等等看
中立,2024-12-10 21:28:33 北京时间,保密,既不重要也不紧迫[UP主共创剧场表情包_无所谓][UP主共创剧场表情包_无所谓][UP主共创剧场表情包_无所谓][UP主共创剧场表情包_痴呆]
负面,2024-12-20 19:22:55 北京时间,男,回复 @NcSugar :肯定看不出啊，这个阶段得横跨20年
中立,2024-12-08 01:47:09 北京时间,男,房产和债务问题才是重要且紧急[doge]
中立,2024-12-08 01:49:33 北京时间,保密,只要自己人生活不影响别人生与不生又有何益
负面,2024-12-08 01:55:26 北京时间,保密,回复 @猫为虎伥 :看不出来它们多紧急
正面,2024-12-08 02:09:34 北京时间,男,等觉得紧迫，黄花菜都凉了
负面,2024-12-08 02:24:12 北京时间,保密,回复 @猫为虎伥 :也不紧迫。失业问题才是最紧迫的
负面,2024-12-08 02:27:11 北京时间,男,回复 @Adlerio :相信后人嘛[星星眼]
中立,2024-12-08 02:30:59 北京时间,男,"很多人觉得东大有可能被人口问题影响发展，但其实大可不必担心，因为很久之前面上面对少子化就有准备，年轻人都被西方的丁克主义和不婚主义洗脑目前来看几乎不可逆，怎么可能不做准备[笑哭],BV1Vv411h7jC,这些都是几年前就定好应对少子化的对策，如今发展最关键时期我们绝对不能被西方思想导致的人口危机而停滞不前，等我们发展到绝对领先后进入共产主义阶段，到时候人人平等这些劳动问题自然迎刃而解，今天的牺牲也是为了子孙的幸福和伟大复兴。"
中立,2024-12-08 02:35:58 北京时间,保密,[doge_金箍]嘴巴能硬过👊？
负面,2024-12-08 02:45:53 北京时间,男,回复 @jiangheng51 :全是无敌之人
负面,2024-12-08 06:41:56 北京时间,保密,回复 @曹嘈的曹 :什么叫被洗脑，问题是年轻人根本结不起婚养不起孩子。不从自身找问题，这都是美团的错是吧
中立,2024-12-08 07:23:41 北京时间,保密,回复 @猫为虎伥 :早死和晚死的区别，现在为保人口，就得倒塌房地产，立马死，保房地产，就得慢慢降，但人口会速降，慢慢死[吃瓜][吃瓜][吃瓜]别说和房地产没关系，现在物价高高中低都是房价高的祸，毕竟想要活就得先把房租钱赚回来[笑哭][笑哭][笑哭]
负面,2024-12-08 08:36:00 北京时间,保密,不紧迫那是因为政府有很多办法可以提高出生率，只是时候未到而已，中国的人口数量变化一直很大，战争让人口急剧减少，战后和平人口又急剧增长，总之，办法有很多的，不要低估决策层的能力。
负面,2024-12-08 09:54:56 北京时间,保密,回复 @猫为虎伥 :就业才是
负面,2024-12-08 12:24:55 北京时间,保密,回复 @jixiangbao : 而且中国出生人口大幅减少也就是2020年以后的事，才三四年，网上舆论搞得跟中国十几年没人了一样，要知道2018年还是个近二十年的顶峰人口出生
中立,2024-12-08 13:03:11 北京时间,保密,重要但不紧急[脱单doge]
正面,2024-12-08 14:25:45 北京时间,男,不重要，不紧迫
中立,2024-12-08 14:40:56 北京时间,保密,你是懂四象限的
负面,2024-12-09 00:17:47 北京时间,男,回复 @曹嘈的曹 :上来一句话就是被洗脑了，那你有没有考虑过，第一个就是就业问题，就业难工资低时间长，哪来的时间哪来的钱谈恋爱？然后就是结婚问题，彩礼我们这基本上是8.8w在中国算最低档的了，8.8按照现在的工资也得攒三到四年，然后不谈车房吧就谈育儿成本，一个孩子出生就得花费几万块，这些钱哪来？
负面,2024-12-09 03:29:22 北京时间,保密,回复 @曹嘈的曹 :日本人也被洗脑了？古罗马人也被洗脑？这明明是社会发展到一定地步会出现的问题。古罗马就是因为这个灭亡的。
负面,2024-12-09 03:54:27 北京时间,男,回复 @谁知道-- :还有十多个这个给这个人点赞的也是减重。
负面,2024-12-09 04:09:25 北京时间,保密,回复 @jiangheng51 :还真是，今年下半年很多会议都是围绕就业这个问题讨论的。但具体效果还得等等看
中立,2024-12-10 21:28:33 北京时间,保密,既不重要也不紧迫[UP主共创剧场表情包_无所谓][UP主共创剧场表情包_无所谓][UP主共创剧场表情包_无所谓][UP主共创剧场表情包_痴呆]
负面,2024-12-20 19:22:55 北京时间,男,回复 @NcSugar :肯定看不出啊，这个阶段得横跨20年
负面,2024-12-08 04:39:25 北京时间,保密,看一个国家的心思，要看在干什么，不能看说了什么
负面,2024-12-08 09:09:56 北京时间,女,回复 @A10攻击鸡 : 对啊，不就是什么都没做吗
负面,2024-12-08 09:12:25 北京时间,保密,回复 @berserker-胡桃 :所以说潜意识就是希望人口减下来，人们要做的就是照顾好自己能不生就不生
负面,2024-12-08 12:53:01 北京时间,男,回复 @A10攻击鸡 : 减掉的主要还是拉低GDP的底层，这样其实好像还能加快我们成为发达国家？这个方法真不错
负面,2024-12-08 13:24:44 北京时间,保密,回复 @鸿梦_ : 这话虽然残忍，但现实还真就是这样。即使是世界工厂也没有让14亿人都过上发达国家生活的能力，如果我国现在只有7到10亿人口应该就是最完美的。
中立,2024-12-08 13:36:47 北京时间,保密,回复 @通碧霞光 : [辣眼睛]说起来那么好听，其实就是管生不管养。结合大学扩招加大学生干家政，那更是管读书不管就业。
中立,2024-12-08 15:21:53 北京时间,保密,回复 @鸿梦_ : 有种脚痛砍脚的感觉[辣眼睛]
负面,2024-12-08 15:58:08 北京时间,男,延时退休应该也能补点
负面,2024-12-08 18:03:13 北京时间,男,回复 @鸿梦_ :世界工厂嫌工人多余，林子大了啥鸟都有啊真是
负面,2024-12-08 19:24:25 北京时间,保密,下政策了那才是急得烧眉毛了
负面,2024-12-09 00:40:56 北京时间,女,回复 @以洴澼絖为事 :谁愿意当世界工厂啊。
负面,2024-12-09 04:50:45 北京时间,保密,回复 @肝粮 :那就不急，跌到一个亿人口再说
负面,2024-12-09 05:01:29 北京时间,保密,回复 @肝粮 :但是现在不急的话10-15年后人口结构会出大问题的，参考当前日本和韩国人口高度老龄化，养老金都发不出来
负面,2024-12-09 05:08:32 北京时间,保密,回复 @那只信使中毒不轻 :没人在乎10-15年以后
中立,2024-12-09 05:11:56 北京时间,保密,根本不急，什么时候公职人员 30必须生一个 35生俩否则开除公职才叫急了[滑稽]
负面,2024-12-09 05:51:30 北京时间,男,回复 @berserker-胡桃 :咱们老百姓是不愿意当世界工厂，可是那些能改变的人不愿意改变啊
负面,2024-12-09 05:59:38 北京时间,保密,因为觉得还可以靠老一辈的催生救一救。可以以不生为耻的那一代也有走的一天
负面,2024-12-09 06:03:19 北京时间,男,回复 @斯派克酋长 :我特别不理解这种老年人，他们很自私根本没想过到底为什么要生
负面,2024-12-09 06:14:28 北京时间,男,回复 @以洴澼絖为事 :因为所谓的世界工厂有好多都是低端产业，这些低端产业其实完全可以用自动化设备取代的，为什么迟迟产业不升级？就是为了给海量的底层人留口饭吃！
负面,2024-12-09 07:12:26 北京时间,保密,回复 @鸿梦_ :小伙子，进入社会了吗
负面,2024-12-09 07:44:32 北京时间,男,回复 @那只信使中毒不轻 :有没有一种可能当今的老年人活不了那么久
正面,2024-12-09 08:05:21 北京时间,保密,政府并没急，人口下降肯定是利大于弊的
中立,2024-12-09 08:17:17 北京时间,男,回复 @通碧霞光 :有个四千万左右就能实现富裕生活了！[doge]
负面,2024-12-09 08:23:46 北京时间,保密,你们吉林民政局里写了 你难道忘了登记时的承诺了吗？ 街道在调解 法院在劝能过就先过一下， 消息不灵
负面,2024-12-09 08:34:23 北京时间,保密,回复 @2022初见2022 :通货膨胀
正面,2024-12-09 08:47:46 北京时间,保密,是啊，国家层面其实根本没在急。比如个税抵扣专项里，只能抵一个三岁以下小孩抚养，其他根本没得税收优惠。子女教育抵扣这一条也根本不算鼓励生育，成人继续教育也能抵，都属于鼓励提高现有人口素质。
正面,2024-12-09 08:49:06 北京时间,男,"BV1QXUoYCEwP,这叫不急？这已经是国家层面上的大招了。"
负面,2024-12-09 08:50:45 北京时间,男,回复 @我见青山不见我 :没钱搞这些不代表不急
负面,2024-12-09 09:53:46 北京时间,保密,回复 @丙午之兆 :你不在乎≠所有人不在乎
负面,2024-12-09 10:30:29 北京时间,男,回复 @槐峰怠阳 :就是因为自私才生的，以前生下来是劳动力
中立,2024-12-09 10:43:10 北京时间,男,回复 @A10攻击鸡 :看人也一样，不看他说啥要看做啥[doge]
负面,2024-12-09 10:46:45 北京时间,保密,回复 @biubiubiu自牧 :你看，你很急，你就会到处发帖，一眼就能看出来娶不着老婆急得上蹿下跳。真的急了必然伴随从上至下的有效行动政策，何况我国这种组织力执行力极强的政府。
负面,2024-12-09 10:53:04 北京时间,女,回复 @biubiubiu自牧 :当然是不急，这种东西我也会发，如果真有认为它能解决问题那么这些人无一例外是都是莎峦如果这就是所谓的大招，那正如前面说的全是莎峦，但我想能到达这个程度的人无一例外是人精，那就只能认为其目标并不在此。
负面,2024-12-09 10:55:58 北京时间,女,回复 @推车吧购买力很强爆赞 :写啥？没兴趣
负面,2024-12-09 11:11:37 北京时间,男,回复 @我见青山不见我 :BV1QXUoYCEwP打脸吗
负面,2024-12-09 11:16:42 北京时间,女,回复 @biubiubiu自牧 :这都什么啊？一遍一遍发，我就这么跟你讲你发这玩意，就你所谓的大招效果跟演讲没区别，而且连传播都称不上只能说是建议性，倡导性，这就是你所谓的行动了？建议了解一下真正的行动了是什么样子，近代那么多例子都能充分体现什么叫做真正的行动了
负面,2024-12-09 11:22:54 北京时间,男,回复 @berserker-胡桃 :我又不是发给你的，你急啥？
负面,2024-12-09 11:30:38 北京时间,女,回复 @biubiubiu自牧 :这是我楼下，你视频早就发给过我，看到就顺手回复了，你有意见？
负面,2024-12-09 11:39:05 北京时间,男,回复 @berserker-胡桃 :我发那条@的又不是你，吞评太多了跟你解释不了，如果你看不明白体制是怎么运作的，我可以教你看。不要脱离事实，也不要盲目乐观。
中立,2024-12-09 11:46:48 北京时间,保密,原来是这样...[辣眼睛]
负面,2024-12-09 11:50:10 北京时间,保密,回复 @那只信使中毒不轻 :至少该在乎的不在乎
负面,2024-12-09 11:56:36 北京时间,男,回复 @我见青山不见我 :不好意思你猜错了，我才是那个有车有房被父母狂催死不结婚那个。我不结婚不生娃不代表我会鸵鸟心态说社会人口结构没问题。世界有时候确实是个草台班子，中国只是比绝大多数草台班子要好，但是不代表能解决所有问题。
负面,2024-12-09 11:57:04 北京时间,保密,回复 @太玄经大乘 :在坐的这辈子估计都看不到 人口到一亿。哪怕现在刚出生的大部分也看不到。 现在一年减少才减少100-200万。  哪怕现在开始每年减少2000，也就是80-90那两代 每年出生的人数，  也要65年。 按照现在的出生率 再低 一年100万还是问题不大的。 减少再大2000万还是到不了的。到1亿人口要65年。到7亿最快也要50年。 那是2074年。 现在还有800万出生呢，到7亿都差不多本世纪末了。
负面,2024-12-09 12:00:24 北京时间,保密,回复 @biubiubiu自牧 :嗯嗯，你好棒👍🏻
负面,2024-12-09 12:01:00 北京时间,女,回复 @biubiubiu自牧 :你直接发在我楼底了默认@的就是我，要不你自己往上翻翻？
负面,2024-12-09 13:33:56 北京时间,男,回复 @biubiubiu自牧 :问问你爸你妈吧 你就知道了
负面,2024-12-09 13:41:38 北京时间,保密,回复 @berserker-胡桃 :各地都有2胎3胎补贴，不着急干嘛给补贴？
负面,2024-12-09 13:55:20 北京时间,女,回复 @似蛭刀狱 :前几天艾滋病日的时候，有个共青团发的一篇微信推文，内容是带央视新闻的那种像海报一样的图片，其中有一张是丈夫得了艾滋病也可以通过抗病毒治疗获得健康的宝宝。就……之前从来没有见到过这样内容的宣传，看到的时候有点震惊。
中立,2024-12-09 14:17:05 北京时间,保密,回复 @berserker-胡桃 :哥们，我怕，不结婚生娃，被判刑或者罚钱[大哭]
负面,2024-12-09 14:19:56 北京时间,保密,回复 @薄荷味的小富婆 : 比读了两年发现室友是艾滋病好。比你接受了室友是艾滋病但学校还是把你赶出寝室好。比你接受了室友是艾滋和学校把你赶出寝室后疾控中心还要警告你别到处乱说好。
正面,2024-12-09 14:32:06 北京时间,保密,回复 @biubiubiu自牧 :我理解的“大招”是出台像“社会抚养费”那样的规定，不生少生罚款。(要他们发钱鼓励多生我是从来不指望的[笑哭])
中立,2024-12-09 14:37:47 北京时间,男,回复 @这_是_一_个_昵_称 :留口饭?有没有一种可能是把饭绑在可以被优化的工作上?[惊讶]
负面,2024-12-09 14:37:50 北京时间,男,回复 @自由民2 :中国很大，各个地方的差异巨大，随便一条大政策都需要经过深思熟虑，不然后果谁都没法预料。而最有效的方法就是把人口问题纳入考核里，让各地班子八仙过海各显神通。
中立,2024-12-09 15:26:14 北京时间,保密,本来就不急，中国人口优化就要有用的人口，淘汰无用的人口
负面,2024-12-09 15:28:44 北京时间,男,回复 @肝粮 : 要看老年人和年轻人和新生儿比例。你看老年人占百分之三十你看慌不慌
负面,2024-12-09 15:59:46 北京时间,保密,回复 @通碧霞光 :过日子要消耗地球资源的
负面,2024-12-09 16:17:34 北京时间,男,回复 @这_是_一_个_昵_称 :再一个，真要像你说的那么轻松，那现在为啥要鼓励生育为人口问题着急呢？这不是正好可以离开低端了吗？
正面,2024-12-09 17:28:40 北京时间,保密,人口减少是好事，人口结构性变老那就不是了
负面,2024-12-09 18:32:15 北京时间,保密,回复 @berserker-胡桃 :你们城市的街道办在劝那个闹离婚夫妻和好，你们那个法院在拖着要劝和好呢， 什么个笨人
中立,2024-12-09 22:14:23 北京时间,保密,回复 @这_是_一_个_昵_称 :不留饭吃更好[吃瓜]
负面,2024-12-09 22:48:07 北京时间,女,回复 @推车吧购买力很强爆赞 :神金，哪个城市不劝？又不是吉林特例
负面,2024-12-09 23:28:46 北京时间,保密,回复 @肝粮 :要看老龄化，目前中国老年人（50岁以上）保有量至少为5亿
负面,2024-12-09 23:40:58 北京时间,保密,回复 @这_是_一_个_昵_称 :自动化设备、比人工贵多了
负面,2024-12-10 00:57:31 北京时间,保密,回复 @那只信使中毒不轻 :现在多生能解决这个问题，但问题是以后能一直保持多生吗？就现在这个社会情况，以后的日子只会更加艰苦，生的人只会更少，你如果现在多生了，解决了当下问题，等过四五十年后，这批人老了，还是会出现现在这个情况的，只是把它延迟爆发了而已，然后你继续多生？只是来回重复罢了
负面,2024-12-10 00:59:18 北京时间,男,整天抱怨找不到工作，这会儿又喊着救生育；这类人有脑子吗？
中立,2024-12-10 01:00:57 北京时间,保密,回复 @这_是_一_个_昵_称 :确实，国家需要的是有技术的工人，[笑哭]
中立,2024-12-10 01:05:31 北京时间,保密,肯定着急，都在捞，速度慢一点都捞不着了也捞不久了[呲牙]
中立,2024-12-10 01:09:33 北京时间,保密,2050年不知道能不能看到那一天
负面,2024-12-10 02:43:16 北京时间,保密,回复 @以洴澼絖为事 :你知道自动化吗？机器人 ai？你以为还是无脑堆人口那一套？
负面,2024-12-10 02:53:46 北京时间,保密,回复 @肝粮 :当年呼吁多生也是人多力量才大。
负面,2024-12-10 05:10:01 北京时间,保密,回复 @A10攻击鸡 :那为啥还要开放三胎[思考]
中立,2024-12-10 07:45:03 北京时间,保密,回复 @A10攻击鸡 :你只看人口出生率一点不看人口老龄化啊[抠鼻]除非一次性疾病带走65以上人口，现在每年出生率几百万那么意味着80后的父母都退休了，80后离退休越来越近了
负面,2024-12-10 08:22:44 北京时间,男,回复 @陈苟住 :你知道你能解释解释为什么能实现自动化的地方害怕人口减少吗？
负面,2024-12-10 09:30:17 北京时间,男,回复 @鸿梦_ :减掉的是底层？其实是中层。
负面,2024-12-10 10:22:19 北京时间,保密,不至于动摇军队的核心人力，美国才2，3亿人口随随便便都能规模成军，怕毛线？
负面,2024-12-10 13:36:09 北京时间,男,回复 @A10攻击鸡 :越南简朴在泰国的人都能过来
中立,2024-12-10 16:04:15 北京时间,保密,拆学校，辞老师，限制城市化，住宅郊区化，才会真正提高生育率。补贴不会提高一点生育率。
负面,2024-12-10 16:35:25 北京时间,保密,回复 @以洴澼絖为事 :世界工厂会随着工资变高换国家的，靠低端制造业你怎么长工资？几十年前的计划就是人口达到16亿巅峰然后再慢慢降下来。
负面,2024-12-10 16:58:47 北京时间,保密,回复 @biubiubiu自牧 :纯纯的二货，急不急不要看他吹什么玩意，要看他做什么，不懂就想想疫情期间对普通人管控有多严厉
负面,2024-12-10 18:42:40 北京时间,男,回复 @殖人共享爸爸 :那现在为啥慌得了不得似的
负面,2024-12-10 23:35:18 北京时间,男,回复 @以洴澼絖为事 :自动化，信息化，想要提高人均gdp的必经之路，同时减少人口数量。
中立,2024-12-10 23:54:14 北京时间,男,社保这不是涨了吗[doge]
负面,2024-12-11 00:17:03 北京时间,女,回复 @W外乡人W :我去，你这么说还真不能说他没采取策略。
负面,2024-12-11 00:32:48 北京时间,保密,回复 @通碧霞光 :小时候很多人这么觉得没问题，如果是成年人再有这种论调就有问题了。你有没有想过按现在的趋势，很可能这剩下的7亿中有是5亿老年人口，6亿是低收入人口，这样还完美不？
负面,2024-12-11 01:08:18 北京时间,保密,活不下去的人会急 维稳资金依然要大量投入
负面,2024-12-11 01:15:20 北京时间,女,回复 @MIAMI-3 :直接步入乱世年代，到时候不知道有没有苍天已死，黄天当立，岁在甲子，天下大吉
负面,2024-12-11 08:39:15 北京时间,保密,回复 @berserker-胡桃 :咱们全产业链国家啊，世界工厂和高尖强又不冲突。为啥非要拿一点带面呢？
负面,2024-12-11 08:56:20 北京时间,女,回复 @阿绿帝 :全员高精尖？这话你信吗，我们的绝大多数产业都是中低端产业，政治课本上都教了我们的优势资源是人力资源，事实上就是大量的低端产业链啊
中立,2024-12-11 09:23:16 北京时间,保密,回复 @那只信使中毒不轻 :所以关我屁事[吃瓜] 富豪浇草坪一天的水 你得用一年！ 整整一年你都不一定用得完！！
负面,2024-12-11 09:25:20 北京时间,保密,回复 @berserker-胡桃 :开放二胎你是只字不提啊
负面,2024-12-11 09:38:47 北京时间,保密,回复 @berserker-胡桃 :你语文是体育老师教的嘛，我说的是低端产业和中高端产值咱们都要做，全产业链是根基，而且我们高精尖除了极个别是真的打全世界，你现在能说出几个不如国外的？
中立,2024-12-11 09:49:14 北京时间,保密,"是你自己决定不生的，是你自己决定绝后的，与我何干？[喜极而泣],有种就去献，没种就如此苟着一世，很简单。"
正面,2024-12-11 09:51:44 北京时间,保密,我玩游戏就这样，家里运营出问题忘补农民没升科技可以不管，正面操作更重要。
中立,2024-12-11 10:14:52 北京时间,女,回复 @阿绿帝 :芯片，半导体[偷笑]说到底我们现在所谓的技术整体与外面相差10年左右局部领域差30年局部领域持平，领先的不知道还是说你想提遥遥领先？
负面,2024-12-11 10:19:58 北京时间,女,回复 @大麦熊猫 :？你采取有效策略才叫采取行动好吧，比如为了控制窃贼上手铐这叫为了控制窃贼采取了上手铐的行动窃贼呗控制住了，这叫切实有效，我为了控制窃贼采取给凳子加扶手的手段叫什么有效策略？
负面,2024-12-11 10:39:31 北京时间,保密,回复 @berserker-胡桃 :还什么都没做？从不让生二胎到生三胎都有奖了
负面,2024-12-11 10:53:21 北京时间,女,回复 @杀生丸2046 :我本来卡死你脖子，你说你不能呼吸了，我给你加氧气面罩给你打点滴，给你上乱七八糟的维生工具但我就是不把卡你脖子的手松开一点，放开这个玩意对生育率有帮助吗？有点但不多，扬汤止沸和釜底抽薪哪个有效不用我解释吧？况且你连这都不放开。还指望提？这不基础中的基础吗
负面,2024-12-11 12:40:32 北京时间,保密,回复 @三毛特 :你在说什么？我写的很清楚了，我在意的是我现在交的养老金是为了让我老了不用TM还要去抢着找工作！而人口结构一旦进入老龄化，踏马65甚至70都还得去和年轻人抢工作，因为你交的养老金已经发完了，而没有年轻人来给你交养老金
中立,2024-12-11 13:28:21 北京时间,保密,回复 @那只信使中毒不轻 :那更是好事啊[doge]
负面,2024-12-11 13:31:00 北京时间,保密,回复 @鸿梦_ :你别搞笑，出生率最高的恰好就是下层。全世界高素质人口都是下降的
负面,2024-12-11 15:00:38 北京时间,保密,回复 @肝粮 :不看人口结构的？死亡交叉已经出现了，真就我死后哪管洪水滔天呗[doge]
负面,2024-12-11 17:23:41 北京时间,男,回复 @那只信使中毒不轻 :还养老金，看看45岁的人能找到什么工作吧
负面,2024-12-12 04:24:40 北京时间,男,回复 @太玄经大乘 :普通人都知道未雨绸缪，做未来几年计划。那么大个国家不提前规划，有问题提前解决布局，等屎拉裤子再去买纸？
负面,2024-12-12 10:22:21 北京时间,男,回复 @颓废那媚态 :主要是青壮年
负面,2024-12-12 10:24:18 北京时间,男,回复 @那只信使中毒不轻 :是这样的
负面,2024-12-13 16:33:33 北京时间,男,国家不会着急，也不应该着急。人们生活压力下来了自然会生孩子，不生孩子就是压力大，没闲心生孩子。国家是为了人民幸福安康而发展，前者是因后者是果。不能本末倒置。
负面,2024-12-13 17:02:05 北京时间,保密,回复 @以洴澼絖为事 :世界工厂，但中南亚比国内人工费更低，往东南亚搬的工厂也不在少数
中立,2024-12-13 17:35:43 北京时间,男,回复 @神志不清的如狐 :这个就很难说了，咱这虽然有工资上涨的趋势，但是劳动保障可以节省开支啊[doge_金箍]，哪怕这是人命
负面,2024-12-13 22:10:53 北京时间,保密,回复 @鸿梦_ :那你看看俄罗斯的民生
负面,2024-12-15 05:42:52 北京时间,男,回复 @鸿梦_ :上层是怎么成为上层的？是因为他们创造的价值多嘛，或者说，真正在实际的进行创造价值的人是谁？你这个论断是不对的，如果是这样的话，西欧各国也不会强调人口的重要。也不会有那些生育津贴 因为他们知道底层的经济运转才是保证上层GDP快速增长的关键因素。所以你这个理论并不成立
正面,2024-12-16 11:29:09 北京时间,男,"有没有可能是真没办法, 你看经济这样了, 有办法吗."
中立,2024-12-16 12:11:49 北京时间,男,[藏狐]说的很对
负面,2024-12-16 13:18:49 北京时间,女,回复 @嵇佰倘 :没办法就去想办法，我问你如果人民群众赋予你高权利，高报酬，你管理一方解决问题，那么如果这些东西给了一个解决不了问题的人就说明给错了，你不应该待在这个位置。
负面,2024-12-17 10:35:04 北京时间,保密,回复 @96年咸鱼毒 :急了，但没急成这种程度
负面,2024-12-18 01:16:52 北京时间,保密,回复 @berserker-胡桃 :你说的三国时代，汉朝有一亿人口，晋朝2000万人口。
负面,2024-12-18 03:19:39 北京时间,保密,回复 @那只信使中毒不轻 :引进一亿第三世界劳动力，美国现在就是靠墨西哥裔干低端劳动力
负面,2024-12-20 03:16:22 北京时间,保密,回复 @鸿梦_ : 我感觉减掉的反而是中层，底层该生还是会生的
负面,2024-12-20 13:22:45 北京时间,保密,回复 @皮球和豆芽 :开放了但是也没有必须落实所以还是不着急
负面,2024-12-22 07:34:31 北京时间,保密,回复 @鸿梦_ :[疑惑]没水平
负面,2024-12-22 07:35:49 北京时间,保密,回复 @berserker-胡桃 :那么你得产业转型，不然谁跟你做生意。内循环？
负面,2024-12-22 08:40:16 北京时间,女,回复 @人工菌o :打开市场有的是方法，现在连转型都转不了呢就别考虑市场了
负面,2024-12-22 09:45:29 北京时间,保密,回复 @以洴澼絖为事 :没世界工厂还能有现在
负面,2024-12-22 15:50:21 北京时间,男,回复 @原来是懂王啊-厉害了 :要是一直世界工厂就没以后了
正面,2024-12-23 12:02:24 北京时间,保密,其实是着急的 但是不想动🍰 不然舆论为什么天天催生 爹味那么重
中立,2024-12-28 11:07:54 北京时间,保密,手里还有余粮呢着什么急，事已至此，先吃饭吧
中立,2024-12-31 03:09:41 北京时间,保密,回复 @庫鼠开车 :但他真的给吗？我看很多新闻都是拿不到呀[喜极而泣]🤣🤣
正面,2024-12-31 06:16:43 北京时间,保密,典型“鼻涕到嘴里了，知道要甩了”
中立,2024-12-31 06:42:49 北京时间,保密,回复 @庫鼠开车 :那点补贴能干嘛[笑哭]，几千块，现在的奶粉钱一个月就得一千块啊。
负面,2024-12-31 06:46:56 北京时间,保密,回复 @berserker-胡桃 :一个人做不到得一整个优秀的团队来，但是按照目前每个月都能抓出贪污的来说，没几个干净的。
负面,2025-01-01 11:31:34 北京时间,保密,回复 @那只信使中毒不轻 :我死后哪管洪水滔天，相信后人的智慧
负面,2025-01-02 01:47:05 北京时间,男,回复 @A10攻击鸡 : 如果真抱着这是这样想法的话，那么内乱和对外扩张殖民是一个必选题
负面,2024-12-08 04:39:25 北京时间,保密,看一个国家的心思，要看在干什么，不能看说了什么
负面,2024-12-08 09:09:56 北京时间,女,回复 @A10攻击鸡 : 对啊，不就是什么都没做吗
负面,2024-12-08 09:12:25 北京时间,保密,回复 @berserker-胡桃 :所以说潜意识就是希望人口减下来，人们要做的就是照顾好自己能不生就不生
