情绪标签,时间,性别,评论
中立,2024-12-08 16:46:09 北京时间,保密,标题挺唬人，观点比较平庸。而且论证也不充分，基本是定性的想象
负面,2024-12-09 06:26:07 北京时间,保密,新中国建立的时候是5亿人口。现在多少人是多余的上面很清楚
中立,2024-12-10 18:01:47 北京时间,男,"低生育率的国家，出生人口减半花了多少年,,国家出生人口数量   出生人口数量减半用时,,葡萄牙,2023年出生人口8.7万，1973 年17.3万/50年,,西班牙,2023年出生人口33.7万，1975 年67.2万/48年,,意大利,2023年出生人口38.5万，1976 年78万/47年,,保加利亚,2023年出生人口6.3万，1981 年12.5万/42年,,希腊,2023年出生人口7.4万，1981 年14.7万/42年,,泰国,2023年出生人口59万，1981 年119万/42年,,日本,2023年出生人口75万，1982 年150万/41年,,波兰,2023年出生人口31.8万，1986 年63.4万/37年,,罗马尼亚,2023年出生人口18.4万，1989 年36.6万/34年,,阿尔巴尼亚,2023 年出生人口2.9万，1999 年5.9万/24年,,韩国,2023年出生人口23.6万，2003 年47.3万/20年,,中国,2023年出生人口902万，2016 年1883万/7年,[打call][打call]"
负面,2024-12-08 03:52:01 北京时间,保密,绝对不着急，你看化债多着急[脱单doge]
负面,2024-12-09 09:19:41 北京时间,保密,真急早就下政策了，20年之后的事，估计已经选择相信后人智慧了
负面,2024-12-10 00:03:11 北京时间,保密,降低了本国人口，相应的也是降低了国内消费总量。发达国家想要的是继续保持或降低“智者与蠢蛋”比值，目前印度在极力承担这个角色，可是还有一定是印度国内高低姓种收入严重两级分化，低收入群体无法合格承担蠢蛋角色，蠢蛋需要有消费欲望和一定短时间可获得消费欲望的能力。国内消费上不去，主要也是民众消费欲望无法获得实现导致的，收入分配平衡缺失。
中立,2024-12-09 14:35:07 北京时间,保密,好家伙，确实，实现共同富裕是通过消除两级分化实现的，具体是哪一级，可没有说
中立,2024-12-08 11:19:01 北京时间,男,你知道他们很急，他们也知道你知道他们很急
正面,2024-12-08 10:46:45 北京时间,保密,根本不急，人口基数那么大 一年出生大几百万 完全不慌
正面,2024-12-10 13:40:25 北京时间,保密,靠缩减人口来实现快速成为发达国家，岂不是因噎废食。
负面,2024-12-08 02:57:47 北京时间,女,不急最好，就怕逼着女性生孩子[给心心]
中立,2024-12-08 02:56:21 北京时间,保密,应该是不着急的    我如果成绩掉的太厉害真着急的话一般是赶紧拿起书来学
负面,2024-12-09 09:21:34 北京时间,保密,你会担心你儿子考不上好大学，但绝不会担心你的徒弟在你退休后就下岗没饭吃
正面,2024-12-09 02:16:25 北京时间,男,你这么说b站小孩儿们可要喷你了
负面,2024-12-17 09:38:35 北京时间,保密,[蹲蹲]为什么呢？ 还有Up主你也是 还有空在这儿发视频。赶紧生三胎。
负面,2024-12-08 11:16:56 北京时间,男,本来就不着急，新冠那些年才是真着急的表现。
负面,2024-12-09 13:18:10 北京时间,保密,确实会驶向转型成功的彼岸，但在座的各位都只不过是薪柴[doge]在时代的列车下增加摩擦力罢了。
负面,2024-12-11 18:57:01 北京时间,男,我一直有个疑问[大笑]，很幼稚，希望不要骂我。老龄化严重，是说明那一辈已经存在的老人太多了，他们那一辈人走了不就行了？干嘛多生小孩来改变人口构成？小孩将来不也是老人？面多加水，水多加面能改变揉不动这个面团吗？许多人给我解释是人口老龄化劳动力不足，但tm14亿人口劳动力不足？老板割自身50%利润补贴缺劳动力的地方会招不到人？[疑惑]
中立,2024-12-08 12:35:30 北京时间,保密,哪怕所谓高端技术品在我们手里，我们依然996.
负面,2024-12-08 02:22:43 北京时间,保密,重点错了。如果国家给假期，让大家去生活，增加生活的时间，减少工作的时间，当大家都有钱有闲的时候生育率自然就上去了。
负面,2024-12-08 01:39:31 北京时间,保密,关键是解决就业问题，但可见的就是就业问题不仅不会缓解，还会在未来十几二十年会继续扩大。一代人有一代人的故事。
负面,2024-12-08 01:32:21 北京时间,保密,没有大量金字塔的塔基，塔尖也稳不住。不保留一定数量的低端的制造业，想维持高端制造业长期的竞争力，很难。看下美国的制造业
正面,2024-12-08 05:21:17 北京时间,保密,60年一年减少1000万，，当时人口还是正增长趋势。。。啥场面没见过，不生孩子，吓唬谁？
中立,2024-12-09 04:19:18 北京时间,保密,他们都不急我们急什么，既然大家都不急这为什么这会是个问题？接着奏乐接着舞
负面,2024-12-08 12:50:12 北京时间,保密,那么问题就来了，哪些人会成为消失的分母呢[tv_皱眉]
中立,2024-12-10 07:02:27 北京时间,男,虽然我对这方面没有什么研究，但是up主这期视频的观点是极其错误的，以减少人口这个分母为条件提高人均GDP随之迈入所谓发达国家这个逻辑无论是现实还是纸上谈兵都是极其若智的观点。
负面,2024-12-11 04:51:04 北京时间,男,官方软文，我都看到第三个类似视频了。标题基本都一模一样[doge_金箍]
负面,2024-12-09 03:38:04 北京时间,男,"实际就是不急，为了迎接全面自动化，现在这个局面是很早之前就设计好的。,不信你看有什么鼓励的政策吗？"
负面,2024-12-08 10:40:47 北京时间,保密,"[笑哭]不是不着急，是没办法；之前有个鉴证人劝群友生，说他都生三个了，说以前古人养孩子基本不花钱的，管饭就行；过一段时间又在群里说上面不急的，你们不生造不成任何威胁；看小丑天天在群里挑梁都给我整笑了。,,[doge]反正上面比下面急，又需要你的后代接各种盘，又摆出一副忽视你的态度，看以后谁先哭。"
负面,2024-12-12 02:55:52 北京时间,男,人口结构的改变才是最可怕的[笑哭]，每一个少出生的人口都是未来四十年内消费和创造财富的社会主力。
负面,2024-12-09 15:29:06 北京时间,男,14亿人口还多着呢，照目前这个出生率，想跌破十亿起码还要二十多年。
正面,2024-12-10 10:34:11 北京时间,男,在这个up的观念里，人只是发展的手段，而不是发展的目的
正面,2024-12-08 06:25:45 北京时间,保密,中国最好的人口结构是四万万
正面,2025-01-02 00:12:40 北京时间,男,很好笑，这么多人一边抱怨人太多，一边担心出生的太少。
正面,2024-12-08 16:06:14 北京时间,保密,国家从来不在乎有多少人口不人口。。。都是资源而已
中立,2024-12-19 05:24:18 北京时间,保密,不给新玩家保底的签到福利还有一百连抽谁来玩这游戏让你老玩家虐找爽感啊
正面,2024-12-09 05:48:03 北京时间,男,出生率下降其实是好事，现在生产力发达了，用不了太多劳动力，但资源是有限的，不会随着人口增多
负面,2024-12-09 04:43:20 北京时间,男,先把人口降到十亿以下再看看吧[蹲蹲]
中立,2024-12-11 09:35:18 北京时间,男,2015年出生了1655w人，也就是2038年（平均本科毕业）还能有这么多人进入劳动力，担心人口结构不如先担心就业率
正面,2024-12-09 03:09:25 北京时间,男,人口并不是最主要的问题，说实话现在比人口严重的问题多了去了
负面,2024-12-08 17:35:04 北京时间,男,为什么会有傻子认为，很多人不生孩子是为了看国家着急。他着不着急关我卵事，我只知道不生孩子保平安。[笑哭]
中立,2024-12-08 06:35:36 北京时间,保密,星星之火 可以燎原
中立,2024-12-09 05:46:34 北京时间,保密,但凡研究过欧洲、日韩人口政策及效果的，都知道人口问题是没法靠政策解决的，能解决的方案需要大量的投入，这种投入至少占税收的50%，根本就不现实
负面,2024-12-09 02:07:28 北京时间,保密,我记得贝克尔人口论，随着生活水平提高，家庭会更倾向于孩子的质而不是量，所以人口下降本来就是个必然趋势
正面,2024-12-26 10:48:32 北京时间,男,？？你人口结构有问题，人口大幅减少就能变发达国家吗？照这种人口趋势下去后面社会都得问题
正面,2024-12-09 02:47:55 北京时间,男,东北人，父母一家子都是厂子的，嗯，小时候就深刻的了解什么叫卸磨杀驴
负面,2024-12-08 12:55:56 北京时间,保密,"ai可以替代底层劳动力,,性产业又不合法，多出来的人没有多的岗位"
正面,2024-12-08 17:07:10 北京时间,女,"它急不急我不知道，我知道我不急,我都不急了我还关心它急不急干嘛"
中立,2024-12-09 11:37:35 北京时间,保密,高精尖产业是需要庞大的基础产业做支撑的，比如像航天航空只有十亿级的人口资源才能支撑，欧美是一个整体，他们有十亿级别的人口基数，苏联就没有，所以冷战苏联打输了。中国自己的十亿人口支撑起了现在的高精尖产业，如果缩到4亿，那很多行业只能选择外包，产业空心化的老路无法避免，更别谈什么复兴了
负面,2024-12-08 09:33:05 北京时间,男,只要外面还在堵车，那就说明人还是太多了[藏狐]
中立,2024-12-25 13:03:21 北京时间,保密,up对经济本质的理解有问题
正面,2024-12-09 09:11:42 北京时间,保密,简单总结，没空，就是没空，外部内部很多事，最近没空，下一届再说人口问题都来得及，不急于一时，先处理眼前问题。就是这么简单。不要乱猜。你看到的任何团结，你可以简单把你上班的公司带进去，看是不是高层都一条心。几十几百人的公司都这个吊样子，何况几千万人的机构。看清楚这个，你就知道，只要不涉及国安的问题，任何长远的问题其实都没空。10年以上的事，压根没人会真的在意。这是人性！除了计生，你看到哪个10年以上的政策有一个非常完美的过程了？？解读一个问题，不是单一解读，是要纵观整个时代背景来解读，以及所有漏出来的任何一点蛛丝马迹去解读，可能会过度解读。但方向上，问题不大。如果还有疑问，我就说一个事，全球前10大经济体，你都找不出只有几个月的常委。而且一点消息都听不到。耐人寻味
正面,2024-12-25 13:26:29 北京时间,保密,纯瞎说，人口结构呢，如果是人口跌倒了7-8万亿，60岁以上的多少人，20-60的多少人算过没
负面,2024-12-23 10:19:20 北京时间,男,相信贴吧的智慧
中立,2024-12-09 05:32:09 北京时间,保密,怎么可能急，中国人口太多了，降至5亿左右比较好。
负面,2024-12-09 04:06:57 北京时间,保密,也不愿意给点真金白银，说明并非真的急
中立,2024-12-11 12:51:59 北京时间,保密,谁在乎这些NPC死活，别忘了世界上95%的财富都集中在5%的人手里，穷就不应该活在世上
负面,2024-12-10 08:29:40 北京时间,保密,买车的补贴比生育补贴还多，说明卖不出去车比生不出娃更迫在眉睫[doge][doge]
中立,2024-12-09 03:38:59 北京时间,保密,到底是谁在渲染急的气氛，从网友的讨论到出台的“政策”，我是压根看不出来一点着急
负面,2024-12-08 07:00:46 北京时间,保密,有些几万、几十万人口的国家都没整天把低生育挂在嘴边，我们这就算不放开二胎三胎，每年还不是照样有大把人出生，国家慌不慌我不知道，反正我是不慌。[吃瓜]
正面,2024-12-08 01:46:09 北京时间,保密,是不懂吗?是没钱吗?是不想吗?都不是，只是他们不想少吃那么一小口，同时担心以后得吃少一口，仅此而已。
负面,2024-12-08 01:21:26 北京时间,保密,人口其实还是太多了[笑哭]以人为本导致必须留存大量落后产业让人工作吃饭，产业升级主要卡在这了，许多高端技术都只能小规模存在
正面,2024-12-10 11:57:30 北京时间,保密,听完这个博主的说法，纯属浪费时间
负面,2024-12-09 23:13:26 北京时间,保密,我管你急不急，已经跟我没任何关系了。
负面,2024-12-08 08:24:03 北京时间,保密,朝着你这个思路往下想，还有什么是重要的呢？人类存不存在也不重要
正面,2024-12-10 03:23:52 北京时间,保密,把人类也看成普通物种的一员，种群太过密集，生存资源不够，会自动缩减种群数量，这是自然规律
负面,2024-12-09 03:41:03 北京时间,男,"他急不急管我啥事。,反正我是不急了[吃瓜],我本来也不是为了让他急啊"
中立,2024-12-09 09:01:38 北京时间,男,"你不生有的是有人生,物竞天择,适者生存"
中立,2024-12-08 09:06:12 北京时间,男,本来就不急    难道他真的看不到普通人的生活吗
中立,2024-12-08 09:19:25 北京时间,男,玩过英雄联盟的人都知道，自己有优势会想办法尽可能获得更多资源，然后滚雪球，经济装备起来了，敌方英雄想动你还要掂量掂量自己几斤几两，反而是优势方想动你可太轻松了，当然这是个推塔游戏，就怕塞恩开车推塔，男刀抓落单，几个人集合孤注一掷去对付一个。
负面,2024-12-09 11:10:09 北京时间,保密,必须吐槽一下up最后的“分子不好涨可以减少分母来提高平均数”的理论，真的是神论啊。我提议直接参与俄乌战争，正式跟美西方开战，主要征召60以上的，实现分母的快速减小，跟大鹅一样“越打越富”，直接进入发达国家行列[星星眼]
正面,2024-12-08 10:36:27 北京时间,保密,开放二孩都快十年了。，感觉过去了很久，当时的舆论又历历在目，更多的是那时候的人和事都像做一场梦一样不复存在，
负面,2024-12-11 13:01:07 北京时间,男,那就有一个问题了，国家是谁？
负面,2024-12-08 19:01:18 北京时间,男,"其实我也觉得似乎不怎么着急人口问题。我认为目前处于一个比较尴尬的阶段，一方面科技的提升解放了不少劳动力（ai啊，机器代替人工），一方面目前又没有足够的创新点来容纳多余的劳动力，所以减少人口貌似是一个不错的选择,浅薄理解，请轻喷[笑哭]"
正面,2024-12-08 19:52:18 北京时间,保密,现在的“人口崩溃论”跟当年的“人口过度膨胀经济崩溃论”，一样可笑。人口数量会自适应调整。
负面,2024-12-08 05:30:30 北京时间,男,有什么可急的？真的着急，早就整顿企业了，而且现在机械自动化这么好，哪用那么多人？俄罗斯也就1亿多人。
中立,2024-12-24 09:32:14 北京时间,保密,你可拉倒吧，说了半天原来是嫌人多是吧
正面,2024-12-08 21:16:45 北京时间,男,为啥要着急…之前制定计划生育的时候就想到这个了啊
负面,2024-12-08 11:09:46 北京时间,男,下降是好事[微笑]
正面,2024-12-08 16:51:53 北京时间,保密,说到底为啥到了界定的发达国家称号就是伟大复兴，我感觉这篇没有必要发出来，还不够明确不够通顺可能会误导很多人，猜想的传播过于广泛了
负面,2024-12-08 02:39:01 北京时间,男,我走之后，哪管他洪水滔天
正面,2024-12-08 10:48:17 北京时间,男,不会，生产力早就可以提升了，流水线还用人工的原因就是因为人太多，有些机构之所以会急，是因为钱，没有新钱进来，他们的资金循环会玩不转，举个例子就是社保，没有新的劳动力给养老金充钱，那么之前承诺要给出去的养老金就会成为赤字，不仅仅只有社保，还有很多机构的利益是用以后的钱换来的，但是缺少劳动力之后，市场上的钱没有活力转不动，这些钱就不会到他们手里，他们也给不出去，会成为赤字，也就是还不上了
中立,2024-12-08 05:19:05 北京时间,保密,着急啥，没看最近机器人概念火爆吗
负面,2024-12-10 05:01:36 北京时间,男,就算从现在开始一个人不生了，到2050年也至少有11亿人。养老金所带来的问题远比分母减少带来的一点数据增涨严重得多。核心还是考虑到这个问题不是最紧迫的，有其他问题比这个要急得多。
负面,2024-12-09 04:08:26 北京时间,保密,出生明明多得很，那没有出生了  明明每年都有新的出生被发现。
负面,2024-12-08 02:27:38 北京时间,保密,要人口做什么呢是为了发展，但发展是最好的避孕药，本就是对立的不能既要又要
负面,2024-12-09 23:05:05 北京时间,保密,举个极端的例子，二战后的苏联，青壮年人口直接出现了断层，导致最上层都不能实现老中幼的有序接替。所以照着答案抄书，只要比彼时的苏联做得好一点，现在讨论的所有问题都不是问题，或者说不是国家急需解决的问题，而是底层吗喽挟民意以求生存延续的诉求而已
负面,2024-12-08 09:33:05 北京时间,保密,说什么因为房地产、教育以及婚嫁成本等大山导致生育低都是瞎扯。上世纪五六十年代七八十年代吃都吃不饱还不是照样生。纵观世界就会发现福利好的压力小的国家多了去了照样不生，而越是穷困落后的地方越是能生。 现在不愿意生的年轻人给多一倍工资就愿意生吗？ 每年多给个10w估计都出国浪去了吧[笑哭][笑哭][笑哭] 综合所有维度来看，年轻人对自身生活品质的要求提升，对伴侣选择标准的提升，以及对孩子是否必需品的需求的下降，是关键影响因素，这导致了死活都不愿意生的这一部分人群急速增大。 而我接触的人群里面愿意生的借钱贷款疯狂打工依旧还是愿意生的。[呲牙][呲牙][呲牙]
负面,2024-12-08 12:23:49 北京时间,男,爱急不急，我反正不急。他急了，他也改变不了现状，能改变早就动手了[呲牙]
负面,2024-12-08 17:13:14 北京时间,保密,如果保持现在的风气不改变的话，新生儿人数会逐年下拉，毕竟现在的新生儿真的有很大一部分都是父母催下来的，我一个堂姐和姐夫因为丁克都快把我二大妈气死了[笑哭]
中立,2024-12-11 09:15:18 北京时间,保密,"人口问题从来不是问题，人口结构问题才是问题所在。,很简单的一个事实，那些讨论人口本身的，看一下历史和现实，到底有没有一个国家在没有发生饥荒和战争的情况下人口大规模下降的？,,人口这种东西在保证食物充沛环境安全的情况下从来都是螺旋上升的，最多只是增速问题。,中国现在面对的是人口结构问题，不是人口数量问题，中国的人口未来总体还会持续增长，最多保持人口数量轻微浮动的情况下，增速放缓。"
正面,2024-12-21 10:28:19 北京时间,保密,其实人口已经超级多了 每年大学毕业生数量比欧洲几个国家的总人口加起来都多，国家可能也希望人口有序减少但不是能公开说的，但也一直在实际行动 比如通过改变下游规则 引导降低婚率，比如👉🏻【44岁男子被离婚，法院判给其妻子2300w，自己被判700w，自己每月还要给妻子4w…-哔哩哔哩】 https://b23.tv/m4HVxuE
中立,2024-12-08 03:39:07 北京时间,男,人口红利马上要变成历史词汇了，人工再便宜也不如机器便宜，新生人口多数都只是吃饭的嘴罢了。而且几十年后有ai医生和机器人护工，养老成本大降。到时大家思考的不是看病难而是怎么获得永生
负面,2024-12-13 05:12:59 北京时间,保密,人均gp d不代表现实实际人能获得你所劳动的不等于你所能获得的
负面,2024-12-11 08:59:21 北京时间,保密,所有人类都在为基因和种族服务从来都不是生物个体，优胜劣汰（很残酷），世界上的物种都在为基因和种族服务，个体只是一个载体
负面,2024-12-10 14:51:47 北京时间,男,说的内容浮于表面，真正的问题不敢说或者不想说[偷笑]做视频嘛，能理解🤣本来看你50多万粉丝觉得应该能说的点上，但看完你的视频觉得就是浪费时间😢
负面,2024-12-22 01:10:40 北京时间,保密,每天996 拿着自己都不够花的工资 凭什么生孩子[微笑]
中立,2024-12-11 12:56:54 北京时间,保密,"1.AI会取代一部分的劳动力,2.未来可以放开技术移民,所以不用担心人口问题，现在人还是太多了"
负面,2024-12-29 07:13:11 北京时间,保密,脑袋长在下面的人，爱生。[吃瓜]
正面,2024-12-11 01:40:09 北京时间,男,几百万人还没有工作，国家也不急。
中立,2024-12-08 07:46:33 北京时间,保密,再过20年，应该会逐步放松外国人来华工作签证
负面,2024-12-23 09:35:11 北京时间,保密,生意太难，就业难，只有一个方法，那就是对外扩张[辣眼睛]
中立,2024-12-22 15:20:55 北京时间,保密,未富先衰，到时人口下来了，一大半是老人，还有什么生产力？再说当年中国承接了欧美转移的低端，那是中国人民有强烈的富裕强国思想，现在中国想往外转移，比如非洲，你认为其他国家有这个理念？转不出去才是长态。
正面,2024-12-08 02:01:17 北京时间,保密,人口在现代经济中代表的是未来预期的负债能力，也就是杠杆能力。人口减少，代表未来消费和实体投资必然减少。人口断崖式下跌，代表传统房产，教育等行业断崖式消亡，从而导致整体社会经济断崖式下降。所以所谓减少人口减少分母这种论调，就是幼稚。
负面,2024-12-09 00:45:37 北京时间,保密,隔壁已经开始试点上四休三了[doge]
负面,2024-12-09 04:14:11 北京时间,保密,在网上看多了，甜甜的恋爱和悲哀的龟龟，我认为我的生活属于后者，哎
负面,2024-12-09 14:57:42 北京时间,男,有没有可能人口下降的趋势一旦形成，减到了4.5亿还会继续下降，到时候再想通过政策来解决只会难上加难，日韩前车之鉴就摆在那里
正面,2024-12-17 06:50:59 北京时间,男,还没有拿出诚意说明还不是特别紧迫呗，诚意不够又刺激不了多少，太有诚意那钱哪来
负面,2024-12-18 05:35:18 北京时间,男,哈哈哈自己看看老鼠的25号宇宙，你要不好好搞，等思想全部改变，习性全部改变，呵呵，那就彻底不生了[吃瓜]
负面,2024-12-08 12:25:37 北京时间,保密,为什么执着于让你结婚生子？因为结了婚有了娃你不敢迟到，不敢偷懒，不敢顶嘴，不敢辞职，心甘情愿任劳任怨！
中立,2024-12-09 06:33:49 北京时间,保密,说个不好听的，有没有可能大部分人本来不应该出生在这个世上？现在只是正在回归原本的人口规模？
负面,2024-12-10 01:09:58 北京时间,保密,"羊多的时候我想怎么吃就怎么吃，随便喂点菜叶草根了事，喂什么饲料牧草啊，想进羊圈就得把羊毛全给我交出来，那么多羊挤一块冷不死的，生小羊崽就把羊奶全给我挤干净，现在羊奶价格可太高了。反正有的是羊宰，不在乎怎么对待这些牲口。,但是最近瘦骨嶙峋的羊怕把崽饿死，都不下崽了。怕羊毛被剪光冻死在羊圈，也不进羊圈了，我请了几个专家给治疗，专家给了我几个建议。,1.给关羊圈里取暖的时候不要像以前一样一次把羊毛薅光，可以少量多次的薅光他们，让他们没那么大的抵触情绪。,2.羊奶也是一样少量多次的挤挤，给他们一种羊崽生下来也能养活的错觉，反正羔羊崽嘎了吃起来味道也很是鲜美。,3.至于得喂点好饲料和草料才能长肉这个建议嘛，先不着急。不过最近手头好紧，出点长期羊债吧，我把这些羊拿去做个长期抵押，周转十几年我肯定能缓过来，之前宰羊卖羊的钱我全KTV了，目前先将就着吧，反正还没嘎完。[吃瓜]"
中立,2024-12-08 05:35:24 北京时间,男,"人越少越好，人太多就越穷。,所以不生对你对以后的人都好，不生孩子，你就不用养儿育女而操劳。不结婚，你就可以永远找18岁，腻了换一个。,你不生我不生，人口降低，那么用人成本就会提升，所谓的卷就是人太多，想解决那就直接把人的数量降低，人都没几个了，谁跟你卷？,还有玄学的，都说投胎是个技术活，你想咱们普通人不生了，谁会生？那肯定是有钱人生呀，所以在投胎科研上也是有所贡献的，至少概率大点不是。"
负面,2024-12-22 11:29:33 北京时间,男,9900万就行了[呲牙]
中立,2024-12-12 08:44:20 北京时间,保密,"少生,优生,不生"
负面,2024-12-16 08:57:09 北京时间,男,"以后会不会有单身狗罚款。,[思考][思考]"
负面,2024-12-09 12:24:13 北京时间,男,如果咱们十四亿人口的国家都急，那么美国才三四亿，俄罗斯才一亿多，岂不是更急？至于说到出生率，韩国日本的出生率很高吗？你看人家可急？啥时候真正的推行955，做到周末双休，真正的让企业实行五险一金，保障好广大人民的基本生活需求，才能看出国家着不着急。现在早着呢，明年一千多万的大学生流入社会，如何分配好就业岗位，让人有份工作似乎才是当务之急吧
中立,2024-12-08 03:00:07 北京时间,保密,反正只需要把能雷传给别人就行，当然不着急了。
正面,2024-12-13 23:22:50 北京时间,保密,网上出生那么多，为什么还会人口负增长
中立,2024-12-12 13:54:53 北京时间,保密,"有一个很明显的逻辑问题,up在视频里的观点是经济增长依靠生产,然而发达国家的经济很多靠消费,简单来说我国过去的30年经济快速增长是靠当世界工厂(劳动力)来拉动经济的马车"
正面,2024-12-23 02:05:08 北京时间,保密,"关于目前社会形势，我作为一名教授，给出“三步走”战略:,第一，让大学毕业生去应聘新生儿，同时解决生育率低和就业率低的问题；第二，对于不想当新生儿的毕业生，实行付费上班制度，既解决了就业问题，也解决了企业人力成本高的问题，更让居民存款回流到企业相当于变相促进了消费；第三，对于既不想应聘新生儿，也不想付费上班的年轻人，建议贩卖到国外，解决外贸出口不足的问题。如此一来，就业，生育，消费，外贸问题迎刃而解。"
负面,2024-12-08 01:25:20 北京时间,男,咱们是强力政府 如果真想提升小孩 想想之前的力度 只能说不怎么用心
中立,2024-12-08 02:34:07 北京时间,男,不着急就不着急呗，我也不着急，耗呗，看谁耗的过谁。
负面,2024-12-16 11:14:28 北京时间,保密,我如果有后代的话最多养一个小孩。
中立,2024-12-08 04:07:28 北京时间,保密,不是哥们，东大还有十四亿呢。你就是到四亿人再拉人口都不算晚。
正面,2024-12-09 06:06:51 北京时间,保密,人太多了
中立,2024-12-18 17:40:36 北京时间,保密,虽然出生少，但是出生多啊
中立,2024-12-08 08:33:07 北京时间,保密,分配问题扭曲成人口数量问题，人少了消费力自然也会减少，分配的结构也不会改变，工作只会更少。为什么看起来不急，单纯是没有能力解决，没有有效措施，也不像消费地产一样有看起来立竿见影的效果
负面,2024-12-08 03:06:09 北京时间,男,up主的想法就是纯纯的国强必霸思路，忽视了我国构建新发展格局的战略目标和人类命运共同体的呼声。以后我们的全球战略在于做大全球的蛋糕，让所有人一起分蛋糕，同时做好国内大循环，在不剥削发展中国家的前提下发展才能让别人相信你画的大饼
中立,2024-12-08 15:38:42 北京时间,保密,有啥着急的，减少的速度，相比于以前增加的速度，慢多了
正面,2024-12-19 02:35:24 北京时间,男,现在一些专家都提倡中学就早恋，我想早恋是不对的，就像我父母说的一样，我父母又不会害我，严禁早恋从我做起
负面,2024-12-09 00:06:59 北京时间,男,不是人数体量的问题，是就业与生活资源分配的问题。更是生产力归属位置的问题。[doge]
负面,2024-12-08 03:52:45 北京时间,保密,先别急，后面有的急的
负面,2024-12-08 08:13:06 北京时间,保密,按照视频的观点有点削足就履的感觉
负面,2024-12-18 13:01:00 北京时间,男,根本就不是人口数量的问题，以现在的生产能力，各种过剩，就是分配问题。如果特意绕开分配问题不谈，没有未来。
正面,2024-12-18 10:21:42 北京时间,保密,人少反而是一件好事，你不干有的是人干，这不就是因为人多?人少了就可以改善了。14亿人让任何行业都会有严重内卷。
正面,2024-12-08 06:33:43 北京时间,保密,曹德旺：我着急啊
负面,2024-12-08 01:49:42 北京时间,保密,穷人断代，人口淘汰计划[doge]
负面,2024-12-08 06:19:50 北京时间,保密,不着急最好，我们更不着急[藏狐]
正面,2024-12-08 04:59:13 北京时间,女,我认为up的观点有个很严重的问题，就是没有考虑老龄化。为什么有35岁失业潮？就是因为35岁以后人的身体机能持续下降，工作效率逐年降低。如果我国不继续催生的话，到2050年尽管人口少了，但是老龄化会非常严重，人一旦衰老不仅工作能力下降，带来的更严重后果是思维固化，难以学习新知识，这对产业升级有着严重的阻碍作用。到时候大量年轻人还得供养老年人，经济能增长就不错了，说不定还会衰退。隔壁日本还有不少产业老本可以吃，我国的体量，不知道整个第三世界能不能承受低端产业转移。
负面,2024-12-08 02:58:51 北京时间,保密,急不急都不关我屁事[嗑瓜子]不结婚不生娃，反正我只关心我父母和我自己[无悔华夏_点赞]
正面,2024-12-08 06:38:39 北京时间,保密,二十年前的歌，我相信我就是我，我相信明天。今天的歌，我们都在努力的活着。
中立,2024-12-08 02:58:45 北京时间,保密,中国人口的主要矛盾还是人口过多。做一个最简单的算术题，如果从今年开始，中国人口以每年1000万的数量在减少，那么100年之后中国将减少10亿人口，剩余人口仍然6亿。有谁会相信一个国家的人口会以每年1000万的速度持续减少100年。
负面,2024-12-08 15:30:00 北京时间,保密,只要还没收单身税/无孩税，甚至定红线惩罚单身男女，那就说明情况还好，b友们实属多虑了[脱单doge]
负面,2024-12-09 08:11:33 北京时间,男,对标美国4亿人口，平均年龄80岁左右，每年只需要500万新生儿就够了
中立,2024-12-09 00:54:02 北京时间,女,这么穷的经济了，别再生了，再生岗位都没了，现在多少没工作的
中立,2024-12-08 02:05:20 北京时间,保密,因为现在最紧急的就业吧
正面,2024-12-08 15:12:01 北京时间,保密,美国面积、纬度都跟跟中国差不多，所以我们人口也可以像美国看齐，还有很大空间
正面,2024-12-09 03:35:06 北京时间,女,别急，明年估计能生个娃补贴100块😋😋
负面,2024-12-24 13:22:18 北京时间,保密,一点不急，孩子都在新加坡学的是英式教育，根本不信你这些[嗑瓜子]
负面,2024-12-09 05:13:16 北京时间,女,呃呃呃，只看表象，还拿这表象去做数学题也是无敌了[笑哭]
中立,2024-12-09 04:46:13 北京时间,男,不必理会
中立,2024-12-08 07:44:09 北京时间,男,之前看过一个新闻说我们这片土地上最适合的人口数量是6亿，所以不急
中立,2024-12-09 01:44:48 北京时间,男,好像发达国家的人口都比较少，而且人少了分摊到每个人身上的资源才能多起来
正面,2024-12-09 06:12:11 北京时间,保密,国内人还是太多了，每次回国都会被街上人山人海震撼到
正面,2024-12-09 04:06:01 北京时间,保密,说实话我一点也不着急，我才十几岁🤓👆到现在的世界战争情况我能不能安享晚年还说不定呢
中立,2024-12-09 05:39:42 北京时间,男,很多人担心人口少了，无法维持生产，基建，军事等等方面的国力。我想说国内人均gdp只要能提高到发达国家的三分之二甚至二分之一，以我们的基建和环境。全球的润人都会上赶着来填充我们的中低端制造业和服务业，自然也包括高端技术人才。
正面,2024-12-12 13:42:57 北京时间,保密,倒果为因
负面,2024-12-11 18:54:35 北京时间,保密,只是躺平了，又不是反抗了，天家有什么好着急的
负面,2024-12-24 10:33:32 北京时间,保密,多简单的事，生一个孩子提前5年退休，2个孩子提前10年，最多提前15年，而且，提前退休缺额缴纳的养老金由国家补贴缴纳，明年个个都生3胎！绝对生育超2500万/年，妥妥的！即解决了生育，又解决了就业，还提升了幸福感，完美闭环，50年后人口占全世界一半，普通人移民它国补贴100万，人口战略，占领全世界！支持的顶起来。
